participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7143760,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,381.8,842.0999999,865.4,878.2,-455.82484710590404,-271.53584245175637
7143760,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,752.3000001,1844.0,869.8000001,1400.8,565.0002871600645,-226.74849536121383
7143760,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,680.7,980.1999999,901.9,1043.3,-317.724847105904,-235.03584245175637
7143760,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,1192.5,1765.5,1142.6,1164.6,410.7997504961904,46.05150453878605
7143760,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,917.1999999,862.0,1200.2,1192.7,-587.3259203336524,83.45783104351494
7143760,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,513.9,1140.1,1364.8,1036.4,-176.7499811718726,237.96099429587935
7144310,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,1043.6,,2113.6,2626.3,,986.7609942958793
7144310,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,752.3,,1135.9,,,29.254667791150496
7144310,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,821.7,,1420.2,2135.7,,242.87681055770145
7144310,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,1258.6,1333.5,2391.2,1042.5,35.575152994096015,1264.3609942958792
7144310,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,712.7,,1143.9,1449.7,,47.35150453878623
7144310,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,685.4,2190.1,1106.7,1279.7,911.1002871600645,0.054667791150450284
7144310,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,1088.7,,1215.8,1632.1,,78.86415754824361
7144310,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,811.6,,,1357.6,,
7144310,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,652.8,,1871.3,1564.4,,764.6546677911504
7144310,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,612.6,,1900.8,,,804.2515045387861
7144310,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,1227.4,,1526.5,1091.3,,399.6609942958794
7144310,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,855.5,,1113.5,1378.4,,6.854667791150405
7144310,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,870.0,,1463.6,2420.3,,346.8578310435148
7144310,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,720.2,,1662.7,1991.2,,576.2483412864217
7144310,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,825.3,,1033.6,1701.7,,-62.94849546121395
7144310,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,816.7,,1268.6,971.9,,151.8578310435148
7144310,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,744.3,2397.7,1372.5,1328.4,1118.7002871600644,275.95150453878614
7144310,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,724.0,,816.3,1100.9,,-280.2484954612139
7144310,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,584.2,1838.3,1571.8,1018.2,483.5997504961904,475.2515045387861
7144310,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,533.0,1487.7,1074.5,1031.4,132.99975049619047,-42.2421689564851
7144310,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,807.8,1896.2,1051.5,1357.6,446.8740796663476,-65.2421689564851
7144310,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,518.1,1437.8,965.4,1543.2,102.02488466215891,-131.14849546121388
7144310,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,629.9,1371.1,1158.7,1314.3,35.324884662158865,52.05466779115045
7144310,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,546.6,1680.5,1514.0,1868.6,344.72488466215896,397.2578310435149
7144310,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,552.0,1401.4,2167.9,1338.0,103.4751529940961,1030.9641575482437
7144310,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,921.2,1839.4,2314.1,1916.8,522.5500188281276,1167.067320800608
7144310,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,1018.8,1458.8,1027.1,1915.2,85.17461633022185,-69.44849546121395
7144310,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,508.2,1002.2,738.7,1021.7,-314.64998117187247,-357.8484954612138
7144310,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,590.9,1928.0,1204.1,2363.5,611.1500188281275,77.2609942958793
7144310,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,614.6,1006.1,,1819.4,-291.82484700590396,
7144310,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,494.3,1730.1,1066.6,1870.9,375.39975049619034,-70.33584245175643
7147137,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,1074.0,,2277.4,1869.9,,1160.657831043515
7147137,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,1517.7,1788.5,1957.8,2355.7,490.575152994096,830.9609942958793
7147137,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,1166.0,1786.9,1953.8,2605.3,413.274616330222,857.2515045387861
7147137,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,919.4,1755.0,1272.0,,343.52434799828484,185.54834128642165
7147137,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,1002.5,,1335.6,1458.2,,198.66415754824357
7147137,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,1395.0,2161.9,1555.7,1197.0,845.0500188281276,459.1515045387862
7147137,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,562.8,1395.0,1026.7,1185.8,59.224884662158956,-79.94533220884955
7147137,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,639.3,1460.6,1067.9,1239.7,143.7500188281274,-58.93900570412052
7147137,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,506.1,1451.0,1576.1,1021.3,172.00028716006454,469.4546677911503
7147137,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,675.4,2248.3,1167.0,993.4,893.5997504961906,50.2578310435149
7147137,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,616.8,1135.2,662.3,854.0,-200.575115337841,-454.44216895648515
7147137,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,540.4,1297.6,842.2,1146.3,18.600287160064454,-254.34849546121382
7147137,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,665.1,1742.0,714.8,1031.7,463.00028716006454,-381.7484954612139
7147137,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,598.0,1268.4,1598.7,2122.4,-48.44998117187242,492.05466779115045
7147137,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,544.1,2250.8,1456.2,2774.7,896.0997504961906,319.2641575482437
7147137,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,975.0,1626.9,1097.1,1303.3,310.0500188281276,0.5515045387860482
7147137,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,555.1,1833.9,643.5,901.4,535.9751529940961,-483.3390057041206
7147137,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,506.9,1430.0,1279.5,2915.8,94.22488466215896,182.95150453878614
7147137,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,676.9,1480.3,923.4,,125.59975049619038,-173.14849546121388
7147137,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,624.9,2203.3,,,905.3751529940962,
7147137,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,619.1,2212.1,1376.3,1099.0,933.1002871600645,269.65466779115036
7147137,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,744.3,1237.1,812.2,695.1,-22.974578673967017,-314.63900570412056
7147137,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,556.6,1478.1,1387.9,1993.0,180.17515299409592,250.96415754824375
7147137,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,697.5,1607.0,1362.7,1196.7,233.3746163302219,185.37681055770145
7147137,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,476.5,1433.1,682.8,1275.8,135.17515299409592,-423.84533220884964
7147137,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,659.3,879.1,945.5,1271.7,-437.7499811718725,-171.2421689564851
7147137,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,581.2,1000.8,906.3,1939.8,-297.12484700590403,-190.2484954612139
7147137,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,486.6,699.2,1078.7,1023.7,-579.7997128399354,-38.04216895648506
7147137,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,538.0,1391.3,832.1,1395.4,74.45001882812744,-294.7390057041206
7147137,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,898.7,1254.5,938.4,1341.9,-62.349981171872514,-208.63267919939187
7147137,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,657.1,936.0,909.3,1473.3,-361.924847005904,-227.6358424517564
7147802,Monolinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,875.3,1104.1,1017.3,1591.0,-193.82484700590408,-89.34533220884964
7147802,Monolinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,814.9,949.5,945.6,1201.9,-329.49971283993546,-161.04533220884957
7147802,Monolinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,632.2,2265.8,729.9,1215.7,892.1746163302221,-366.6484954612139
7147802,Monolinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,732.8,1057.5,1027.0,1083.8,-278.27511533784104,-79.6453322088496
7147802,Monolinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,634.3000001,952.5,1059.8,926.3000001,-383.27511533784104,-36.748495461213906
7147802,Monolinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,792.1999999,683.0,746.8,969.0,-652.775115337841,-369.94216895648515
7147802,Monolinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,626.0999999,935.5,617.8000001,1109.2,-381.3499811718725,-529.2326790993918
7147802,Monolinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,654.5,775.3,1093.9,1147.0,-522.624847005904,-32.93900570412052
7147802,Monolinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,881.0,1555.4,863.8,1101.5,295.32542132603317,-263.03900570412065
7147802,Monolinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,577.7,1908.9,551.1,1261.0,629.9002871600646,-545.4484954612138
7147802,Monolinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,583.1999999,1824.0,1303.2,969.4,545.0002871600645,186.45783104351494
7147802,Monolinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,629.0,748.7,985.9,1669.2,-662.7756520017151,-100.55165871357838
7147802,Monolinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,604.2,1020.3,768.9,1052.6,-334.4002495038096,-368.03584245175637
7147802,Monolinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,846.4000001,1126.0,890.6,636.6,-228.70024950380957,-226.14216895648508
7147802,Monolinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,624.5,1017.9,1003.5,624.5,-298.94998117187254,-113.2421689564851
7147802,Monolinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,584.4,1050.0,856.9,1118.3,-228.99971283993546,-239.64849546121388
7147802,Monolinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,692.5,1617.5,1958.1,1014.6,243.8746163302219,780.7768105577013
7147802,Monolinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,646.9000001,875.3000001,759.6,903.0999999,-441.5499810718725,-367.2390057041206
7147802,Monolinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,661.0999999,1176.8,712.4,877.6,-140.04998117187256,-414.43900570412063
7147802,Monolinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,720.6,1397.3,1114.7,946.8,99.37515299409597,18.151504538786185
7147802,Monolinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,674.4,780.8,877.7,1071.9,-573.9002495038096,-218.84849546121382
7147802,Monolinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,1175.2,879.8,862.0,830.8000001,-418.12484700590403,-274.93584245175634
7147802,Monolinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,568.1999999,780.5,1035.4,868.9,-517.424847005904,-101.53584245175625
7147802,Monolinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,557.5,1605.9,759.8000001,1251.2,289.0500188281276,-336.7484953612138
7147802,Monolinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,738.2,885.8,1018.9,2658.2,-431.04998117187256,-87.74533220884962
7147802,Monolinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,677.1,1234.1,838.9,721.9,-120.60024950380966,-257.6484954612139
7147802,Monolinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,695.1,1937.7,871.5,769.7,639.7751529940961,-225.04849546121386
7147802,Monolinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,601.6,1166.3,942.4,784.0,-131.62484700590403,-184.43900570412063
7147802,Monolinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,731.0,774.0,597.5,690.4000001,-523.924847005904,-539.4358424517563
7147802,Monolinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,601.5,930.4,657.4,928.6,-348.5997128399355,-449.2453322088496
7147824,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,1420.8,1312.1,1241.8,1429.3,-4.749981171872605,114.96099429587935
7147824,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,1469.8,1173.9,1421.4,2692.0,-161.87511533784095,314.7546677911505
7147824,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,1307.6,1058.9,1261.5,1593.1,-239.0248470059039,124.56415754824366
7147824,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,1063.4,,,2711.5,,
7147824,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,902.1,1395.1,1033.0,1175.1,78.2500188281274,-114.03267919939185
7147824,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,,,1072.0,1884.2,,-44.7421689564851
7147824,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,951.6,871.8,1097.5,860.2,-445.04998117187256,0.9515045387861392
7147824,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,,,1794.1,2225.8,,687.4546677911503
7147824,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,,,2480.0,2692.1,,1302.6768105577014
7147824,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,,,1742.3,2226.9,,625.5578310435149
7147824,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,1958.7,2208.9,1796.7,1785.1,910.9751529940961,700.1515045387862
7147824,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,,1732.2,2127.5,2511.6,453.2002871600646,1020.8546677911504
7147824,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,,2229.4,1905.1,1848.5,931.4751529940961,778.2609942958793
7147824,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,,2410.2,,2732.3,1055.4997504961902,
7147824,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,,,2060.2,1825.1,,923.2641575482435
7147824,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,,1990.4,2084.6,2005.8,654.624884662159,988.051504538786
7147824,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,1966.0,1682.7,1743.8,1516.6,309.07461633022194,647.2515045387861
7147824,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,1585.0,2342.4,1463.8,1764.9,893.0740796663476,347.05783104351485
7147824,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,1948.3,2151.1,2271.5,1683.5,834.2500188281274,1174.9515045387861
